id,name,tel,address,hospital_type,postal_code,area_code,created_at,updated_at
657,สำนักงานสาธารณสุขอำเภอเชียงคาน,042821286,จ.เลย อ.เชียงคาน ต.เชียงคาน หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,42110,42030102,2017-03-01 07:41:52.035828,2017-03-01 07:41:52.035828
658,สำนักงานสาธารณสุขอำเภอปากชม,042881096,จ.เลย อ.ปากชม ต.ปากชม หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,42150,42040101,2017-03-01 07:41:52.040204,2017-03-01 07:41:52.040204
659,สำนักงานสาธารณสุขอำเภอภูหลวง,042879186,จ.เลย อ.ภูหลวง ต.หนองคัน หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,42230,42110203,2017-03-01 07:41:52.045441,2017-03-01 07:41:52.045441
660,สำนักงานสาธารณสุขอำเภอศรีเชียงใหม่,042451145,จ.หนองคาย อ.ศรีเชียงใหม่ ต.พานพร้าว หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,43130,43070101,2017-03-01 07:41:52.049289,2017-03-01 07:41:52.049289
661,สำนักงานสาธารณสุขอำเภอสังคม,"",จ.หนองคาย อ.สังคม ต.แก้งไก่ หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,42441087,43080103,2017-03-01 07:41:52.052692,2017-03-01 07:41:52.052692
662,สำนักงานสาธารณสุขอำเภอนิคมน้ำอูน,042789016,จ.สกลนคร อ.นิคมน้ำอูน ต.หนองปลิง หมู่ 5,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,47270,47070205,2017-03-01 07:41:52.056447,2017-03-01 07:41:52.056447
663,สำนักงานสาธารณสุขอำเภอพรรณานิคม,042779114,จ.สกลนคร อ.พรรณานิคม ต.พรรณา หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,47130,47040102,2017-03-01 07:41:52.06063,2017-03-01 07:41:52.06063
664,สำนักงานสาธารณสุขอำเภอคำตากล้า,042796107,จ.สกลนคร อ.คำตากล้า ต.คำตากล้า หมู่ 5,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,47250,47090105,2017-03-01 07:41:52.064738,2017-03-01 07:41:52.064738
665,สำนักงานสาธารณสุขอำเภอนาน้อย,054781109,จ.น่าน อ.นาน้อย ต.นาน้อย หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,55150,55040101,2017-03-01 07:41:52.068344,2017-03-01 07:41:52.068344
666,สำนักงานสาธารณสุขอำเภอส่องดาว,042786032,จ.สกลนคร อ.ส่องดาว ต.ส่องดาว หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,47190,47130101,2017-03-01 07:41:52.071853,2017-03-01 07:41:52.071853
667,สำนักงานสาธารณสุขอำเภอเต่างอย,042761031,จ.สกลนคร อ.เต่างอย ต.เต่างอย หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,47260,47140103,2017-03-01 07:41:52.075499,2017-03-01 07:41:52.075499
668,สำนักงานสาธารณสุขอำเภอโพนนาแก้ว,042707000,จ.สกลนคร อ.โพนนาแก้ว ต.นาแก้ว หมู่ 10,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,47230,47170210,2017-03-01 07:41:52.079308,2017-03-01 07:41:52.079308
669,สำนักงานสาธารณสุขอำเภอโคกศรีสุพรรณ,042766066,จ.สกลนคร อ.โคกศรีสุพรรณ ต.ตองโขบ หมู่ 13,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,47280,47150113,2017-03-01 07:41:52.083209,2017-03-01 07:41:52.083209
745,โรงพยาบาลสุวรรณภูมิ,"",จ.ร้อยเอ็ด อ.สุวรรณภูมิ ต.สระคู หมู่ 1,โรงพยาบาลชุมชน,45130,45110101,2017-03-01 07:41:52.599971,2017-03-01 07:41:52.599971
670,สำนักงานสาธารณสุขอำเภอดอนตาล,042689080,จ.มุกดาหาร อ.ดอนตาล ต.ดอนตาล หมู่ 7,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,49120,49030107,2017-03-01 07:41:52.090959,2017-03-01 07:41:52.090959
671,สำนักงานสาธารณสุขอำเภอปัว,054791246,จ.น่าน อ.ปัว ต.ปัว หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,55120,55050103,2017-03-01 07:41:52.095714,2017-03-01 07:41:52.095714
672,สำนักงานสาธารณสุขอำเภอเสริมงาม,054-286028,จ.ลำปาง อ.เสริมงาม ต.ทุ่งงาม หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52210,52040103,2017-03-01 07:41:52.099445,2017-03-01 07:41:52.099445
673,สำนักงานสาธารณสุขอำเภองาว,054-261167,จ.ลำปาง อ.งาว ต.หลวงเหนือ หมู่ 4,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52110,52050104,2017-03-01 07:41:52.103773,2017-03-01 07:41:52.103773
674,สำนักงานสาธารณสุขอำเภอแจ้ห่ม,054-271156,จ.ลำปาง อ.แจ้ห่ม ต.แจ้ห่ม หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52120,52060101,2017-03-01 07:41:52.107259,2017-03-01 07:41:52.107259
675,สำนักงานสาธารณสุขอำเภอวังเหนือ,054-279094,จ.ลำปาง อ.วังเหนือ ต.วังเหนือ หมู่ 4,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52140,52070204,2017-03-01 07:41:52.110782,2017-03-01 07:41:52.110782
676,สำนักงานสาธารณสุขอำเภอแม่พริก,054-299012,จ.ลำปาง อ.แม่พริก ต.แม่พริก หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52180,52090101,2017-03-01 07:41:52.114242,2017-03-01 07:41:52.114242
677,สำนักงานสาธารณสุขอำเภอสบปราบ,054-296101,จ.ลำปาง อ.สบปราบ ต.สบปราบ หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52170,52110102,2017-03-01 07:41:52.118073,2017-03-01 07:41:52.118073
678,สำนักงานสาธารณสุขอำเภอเมืองปาน,054-276003,จ.ลำปาง อ.เมืองปาน ต.เมืองปาน หมู่ 4,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52240,52130104,2017-03-01 07:41:52.121705,2017-03-01 07:41:52.121705
679,สำนักงานสาธารณสุขอำเภอแม่ทะ,054-331991,จ.ลำปาง อ.แม่ทะ ต.นาครัว หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52150,52100203,2017-03-01 07:41:52.125362,2017-03-01 07:41:52.125362
680,สำนักงานสาธารณสุขอำเภอเถิน,054-29124,จ.ลำปาง อ.เถิน ต.ล้อมแรด หมู่ 11,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52160,52080111,2017-03-01 07:41:52.129643,2017-03-01 07:41:52.129643
681,สำนักงานสาธารณสุขอำเภอทุ่งช้าง,054795104,จ.น่าน อ.ทุ่งช้าง ต.ทุ่งช้าง หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,55130,55080402,2017-03-01 07:41:52.134323,2017-03-01 07:41:52.134323
682,สำนักงานสาธารณสุขอำเภอตรอน,055491116,จ.อุตรดิตถ์ อ.ตรอน ต.วังแดง หมู่ 10,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,53140,53020110,2017-03-01 07:41:52.140356,2017-03-01 07:41:52.140356
683,สำนักงานสาธารณสุขอำเภอฟากท่า,055489054,จ.อุตรดิตถ์ อ.ฟากท่า ต.ฟากท่า หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,53160,53050103,2017-03-01 07:41:52.145293,2017-03-01 07:41:52.145293
684,สำนักงานสาธารณสุขอำเภอบ้านหลวง,054761043,จ.น่าน อ.บ้านหลวง ต.ป่าคาหลวง หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,55190,55030202,2017-03-01 07:41:52.150637,2017-03-01 07:41:52.150637
685,สำนักงานสาธารณสุขอำเภอเชียงกลาง,054797101,จ.น่าน อ.เชียงกลาง ต.เชียงกลาง หมู่ 5,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,55160,55090105,2017-03-01 07:41:52.154257,2017-03-01 07:41:52.154257
686,สำนักงานสาธารณสุขอำเภอแม่ฟ้าหลวง,053-767152,จ.เชียงราย อ.แม่ฟ้าหลวง ต.แม่ฟ้าหลวง หมู่ 6,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,57240,57150406,2017-03-01 07:41:52.158087,2017-03-01 07:41:52.158087
687,สำนักงานสาธารณสุขอำเภอหนองขาหย่าง,056597057,จ.อุทัยธานี อ.หนองขาหย่าง ต.หนองขาหย่าง หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,61130,61050102,2017-03-01 07:41:52.162538,2017-03-01 07:41:52.162538
688,สำนักงานสาธารณสุขอำเภอชุมแสง,056282110,จ.นครสวรรค์ อ.ชุมแสง ต.ชุมแสง หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,60120,60030100,2017-03-01 07:41:52.16637,2017-03-01 07:41:52.16637
689,สำนักงานสาธารณสุขอำเภอเก้าเลี้ยว,056299165,จ.นครสวรรค์ อ.เก้าเลี้ยว ต.มหาโพธิ หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,60230,60060102,2017-03-01 07:41:52.169699,2017-03-01 07:41:52.169699
690,สำนักงานสาธารณสุขอำเภอท่าตะโก,056249368,จ.นครสวรรค์ อ.ท่าตะโก ต.ท่าตะโก หมู่ 7,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,60160,60080107,2017-03-01 07:41:52.173981,2017-03-01 07:41:52.173981
691,สำนักงานสาธารณสุขอำเภอไพศาลี,056259503,จ.นครสวรรค์ อ.ไพศาลี ต.โคกเดื่อ หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,60220,60090103,2017-03-01 07:41:52.177553,2017-03-01 07:41:52.177553
692,สำนักงานสาธารณสุขอำเภอศรีสำโรง,055681572,จ.สุโขทัย อ.ศรีสำโรง ต.คลองตาล หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,64120,64060101,2017-03-01 07:41:52.181188,2017-03-01 07:41:52.181188
746,โรงพยาบาลสังคม,042441029,จ.หนองคาย อ.สังคม ต.ผาตั้ง หมู่ 3,โรงพยาบาลชุมชน,43160,43080203,2017-03-01 07:41:52.604465,2017-03-01 07:41:52.604465
693,สำนักงานสาธารณสุขอำเภอศรีนคร,055652629,จ.สุโขทัย อ.ศรีนคร ต.ศรีนคร หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,64180,64080103,2017-03-01 07:41:52.185465,2017-03-01 07:41:52.185465
694,สำนักงานสาธารณสุขอำเภอบางมูลนาก,056631691,จ.พิจิตร อ.บางมูลนาก ต.บางมูลนาก หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,66120,66050100,2017-03-01 07:41:52.190826,2017-03-01 07:41:52.190826
695,สำนักงานสาธารณสุขอำเภอตะพานหิน,056622353,จ.พิจิตร อ.ตะพานหิน ต.ตะพานหิน หมู่ 7,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,66110,66040107,2017-03-01 07:41:52.195214,2017-03-01 07:41:52.195214
696,โรงพยาบาลบ้านผือ,"",จ.อุดรธานี อ.บ้านผือ ต.บ้านผือ หมู่ 2,โรงพยาบาลชุมชน,41160,41170102,2017-03-01 07:41:52.199537,2017-03-01 07:41:52.199537
697,สำนักงานสาธารณสุขอำเภอดงเจริญ,056905448,จ.พิจิตร อ.อำเภอดงเจริญ ต.วังงิ้วใต้ หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,66210,66110102,2017-03-01 07:41:52.203461,2017-03-01 07:41:52.203461
698,สำนักงานสาธารณสุขอำเภอศรีสวัสดิ์,034597013,จ.กาญจนบุรี อ.ศรีสวัสดิ์ ต.ด่านแม่แฉลบ หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,71150,71040203,2017-03-01 07:41:52.208659,2017-03-01 07:41:52.208659
699,สำนักงานสาธารณสุขอำเภอด่านมะขามเตี้ย,034642260,จ.กาญจนบุรี อ.ด่านมะขามเตี้ย ต.ด่านมะขามเตี้ย หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,71260,71110101,2017-03-01 07:41:52.212404,2017-03-01 07:41:52.212404
700,สำนักงานสาธารณสุขอำเภอสังขละบุรี,034595035,จ.กาญจนบุรี อ.สังขละบุรี ต.หนองลู หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,71240,71080103,2017-03-01 07:41:52.216982,2017-03-01 07:41:52.216982
701,สำนักงานสาธารณสุขอำเภอพนมทวน,034579013,จ.กาญจนบุรี อ.พนมทวน ต.พนมทวน หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,71140,71090103,2017-03-01 07:41:52.221575,2017-03-01 07:41:52.221575
702,สำนักงานสาธารณสุขอำเภอเลาขวัญ,034576120,จ.กาญจนบุรี อ.เลาขวัญ ต.เลาขวัญ หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,71210,71100101,2017-03-01 07:41:52.22533,2017-03-01 07:41:52.22533
703,สำนักงานสาธารณสุขอำเภอบ่อพลอย,034581021,จ.กาญจนบุรี อ.บ่อพลอย ต.บ่อพลอย หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,71160,71030101,2017-03-01 07:41:52.229048,2017-03-01 07:41:52.229048
704,สำนักงานสาธารณสุขอำเภอกะทู้,076321633,จ.ภูเก็ต อ.กะทู้ ต.กะทู้ หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,83120,83020100,2017-03-01 07:41:52.232569,2017-03-01 07:41:52.232569
705,สำนักงานสาธารณสุขอำเภอเขาพนม,075689508,จ.กระบี่ อ.เขาพนม ต.เขาพนม หมู่ 7,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,81140,81020107,2017-03-01 07:41:52.236248,2017-03-01 07:41:52.236248
706,สำนักงานสาธารณสุขอำเภอท้ายเหมือง,076571492,จ.พังงา อ.ท้ายเหมือง ต.ท้ายเหมือง หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,82120,82080100,2017-03-01 07:41:52.240252,2017-03-01 07:41:52.240252
707,สำนักงานสาธารณสุขอำเภอท่าชนะ,077381110,จ.สุราษฎร์ธานี อ.ท่าชนะ ต.ท่าชนะ หมู่ 4,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,84170,84070104,2017-03-01 07:41:52.246081,2017-03-01 07:41:52.246081
708,สำนักงานสาธารณสุขอำเภอพนม,077399014,จ.สุราษฎร์ธานี อ.พนม ต.พนม หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,84250,84100101,2017-03-01 07:41:52.250674,2017-03-01 07:41:52.250674
709,สำนักงานสาธารณสุขอำเภอท่าฉาง,077389043,จ.สุราษฎร์ธานี อ.ท่าฉาง ต.ท่าฉาง หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,84150,84110100,2017-03-01 07:41:52.259844,2017-03-01 07:41:52.259844
710,สำนักงานสาธารณสุขอำเภอเคียนซา,077387109,จ.สุราษฎร์ธานี อ.เคียนซา ต.เคียนซา หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,84260,84140101,2017-03-01 07:41:52.273536,2017-03-01 07:41:52.273536
711,สำนักงานสาธารณสุขอำเภอกระบุรี,077891024,จ.ระนอง อ.กระบุรี ต.น้ำจืด หมู่ 4,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,85110,85040104,2017-03-01 07:41:52.283432,2017-03-01 07:41:52.283432
712,สำนักงานสาธารณสุขอำเภอท่าแซะ,077599016,จ.ชุมพร อ.ท่าแซะ ต.ท่าแซะ หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,86140,86020100,2017-03-01 07:41:52.322557,2017-03-01 07:41:52.322557
713,สำนักงานสาธารณสุขอำเภอดอนสัก,077371492,จ.สุราษฎร์ธานี อ.ดอนสัก ต.ดอนสัก หมู่ 5,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,84220,84030105,2017-03-01 07:41:52.333377,2017-03-01 07:41:52.333377
714,สำนักงานสาธารณสุขอำเภอเทพา,074376296,จ.สงขลา อ.เทพา ต.เทพา หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,90150,90050100,2017-03-01 07:41:52.341196,2017-03-01 07:41:52.341196
715,สำนักงานสาธารณสุขอำเภอกงหรา,074687018,จ.พัทลุง อ.กงหรา ต.คลองทรายขาว หมู่ 8,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,93180,93020408,2017-03-01 07:41:52.34915,2017-03-01 07:41:52.34915
716,สำนักงานสาธารณสุขอำเภอศรีบรรพต,074689019,จ.พัทลุง อ.ศรีบรรพต ต.เขาย่า หมู่ 9,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,93170,93070109,2017-03-01 07:41:52.392595,2017-03-01 07:41:52.392595
717,สำนักงานสาธารณสุขอำเภอละงู,074781113,จ.สตูล อ.ละงู ต.กำแพง หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,91110,91050103,2017-03-01 07:41:52.401077,2017-03-01 07:41:52.401077
718,สำนักงานสาธารณสุขอำเภอทุ่งหว้า,074789014,จ.สตูล อ.ทุ่งหว้า ต.ทุ่งหว้า หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,91120,91060102,2017-03-01 07:41:52.419555,2017-03-01 07:41:52.419555
719,สำนักงานสาธารณสุขอำเภอโพธิ์ตาก,042483380,จ.หนองคาย อ.อำเภอโพธิ์ตาก ต.โพนทอง หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,43140,43170201,2017-03-01 07:41:52.428092,2017-03-01 07:41:52.428092
720,สำนักงานสาธารณสุขอำเภอธารโต,0732970405,จ.ยะลา อ.ธารโต ต.ธารโต หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,95150,95040101,2017-03-01 07:41:52.440944,2017-03-01 07:41:52.440944
721,สำนักงานสาธารณสุขอำเภอหนองหิน,042852308,จ.เลย อ.อำเภอหนองหิน ต.หนองหิน หมู่ 5,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,42190,42140105,2017-03-01 07:41:52.45298,2017-03-01 07:41:52.45298
722,ว.พ.คลินิกการแพทย์,02-890-1011,จ.กรุงเทพมหานคร อ.เขตธนบุรี ต.หิรัญรูจี,คลินิกเอกชน,10606,10150200,2017-03-01 07:41:52.459647,2017-03-01 07:41:52.459647
723,สำนักงานสาธารณสุขอำเภอยะหา,073291186,จ.ยะลา อ.ยะหา ต.ยะหา หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,95120,95050100,2017-03-01 07:41:52.466338,2017-03-01 07:41:52.466338
724,โรงพยาบาลมนารมย์,0-2725-9595,จ.กรุงเทพมหานคร อ.เขตบางนา ต.บางนา,โรงพยาบาลเอกชน,12060,10470100,2017-03-01 07:41:52.471198,2017-03-01 07:41:52.471198
725,ยี่งอเฉลิมพระเกียรติ 80 พรรษา,0816907170 073591595,จ.นราธิวาส อ.ยี่งอ ต.ยี่งอ หมู่ 4,โรงพยาบาลชุมชน,96180,96040104,2017-03-01 07:41:52.481927,2017-03-01 07:41:52.481927
726,ศูนย์สุขภาพชุมชนนาคำ,045 399000,จ.อุบลราชธานี อ.ศรีเมืองใหม่ ต.นาคำ หมู่ 15,ศูนย์สุขภาพชุมชน สธ.,34750,34020115,2017-03-01 07:41:52.48817,2017-03-01 07:41:52.48817
727,ศูนย์สุขภาพชุมชนโรงพยาบาลนาจะหลวย,045-379097,จ.อุบลราชธานี อ.นาจะหลวย ต.นาจะหลวย หมู่ 6,ศูนย์สุขภาพชุมชน ของ รพ.,34280,34080106,2017-03-01 07:41:52.495057,2017-03-01 07:41:52.495057
728,หน่วยบริการปฐมภูมิโรงพยาบาลสมเด็จพระบรมราชินีนาถ ณอำเภอนาทวี,074373065,จ.สงขลา อ.นาทวี ต.นาทวี หมู่ 3,ศูนย์สุขภาพชุมชน ของ รพ.,90160,90040103,2017-03-01 07:41:52.505058,2017-03-01 07:41:52.505058
729,โรงพยาบาลทุ่งฝน,"",จ.อุดรธานี อ.ทุ่งฝน ต.ทุ่งฝน หมู่ 11,โรงพยาบาลชุมชน,41310,41070111,2017-03-01 07:41:52.51349,2017-03-01 07:41:52.51349
730,โรงพยาบาลพิบูลย์รักษ์,"",จ.อุดรธานี อ.พิบูลย์รักษ์ ต.บ้านแดง หมู่ 11,โรงพยาบาลชุมชน,41130,41230111,2017-03-01 07:41:52.518904,2017-03-01 07:41:52.518904
731,ศูนย์จักษุรักษาสวนจิตรลดา,0-2282-2184,จ.กรุงเทพมหานคร อ.เขตดุสิต ต.สวนจิตรลดา หมู่ 0,โรงพยาบาล/ศูนย์บริการสาธารณสุข สาขา,10303,10020300,2017-03-01 07:41:52.526906,2017-03-01 07:41:52.526906
732,คลินิกเวชกรรมหัวเฉียว ดุสิต,"",จ.กรุงเทพมหานคร อ.เขตบางพลัด ต.บางยี่ขัน หมู่ 0,คลินิกเอกชน,86,10250400,2017-03-01 07:41:52.531998,2017-03-01 07:41:52.531998
733,สถานบริการสาธารณสุขชุมชนยอดดอยพัฒนา ,"",จ.น่าน อ.บ่อเกลือ ต.บ่อเกลือใต้ หมู่ 10,สถานบริการสาธารณสุขชุมชน,55220,55120210,2017-03-01 07:41:52.537823,2017-03-01 07:41:52.537823
734,สถานบริการสาธารณสุขชุมชนบ้านกิ่วห้าง ,055576344,จ.ตาก อ.อุ้มผาง ต.อุ้มผาง หมู่ 3,สถานบริการสาธารณสุขชุมชน,61370,63080103,2017-03-01 07:41:52.545644,2017-03-01 07:41:52.545644
735,สถานบริการสาธารณสุขชุมชนบ้านทีโบะคี ,"",จ.ตาก อ.ท่าสองยาง ต.แม่สอง หมู่ 13,สถานบริการสาธารณสุขชุมชน,631501,63050313,2017-03-01 07:41:52.550438,2017-03-01 07:41:52.550438
736,โรงพยาบาลหนองเสือ,025491235,จ.ปทุมธานี อ.หนองเสือ ต.บึงบา หมู่ 6,โรงพยาบาลชุมชน,12170,13040106,2017-03-01 07:41:52.554949,2017-03-01 07:41:52.554949
737,โรงพยาบาลน้ำโสม,"",จ.อุดรธานี อ.น้ำโสม ต.ศรีสำราญ หมู่ 1,โรงพยาบาลชุมชน,41210,41181001,2017-03-01 07:41:52.559237,2017-03-01 07:41:52.559237
738,โรงพยาบาลท่าตูม,044-591126,จ.สุรินทร์ อ.ท่าตูม ต.ท่าตูม หมู่ 7,โรงพยาบาลชุมชน,32120,32030107,2017-03-01 07:41:52.564135,2017-03-01 07:41:52.564135
739,โรงพยาบาลชานุมาน,"",จ.อำนาจเจริญ อ.ชานุมาน ต.ชานุมาน หมู่ 8,โรงพยาบาลชุมชน,37240,37020108,2017-03-01 07:41:52.568645,2017-03-01 07:41:52.568645
740,โรงพยาบาลเซกา,042489099,จ.บึงกาฬ อ.เซกา ต.เซกา หมู่ 1,โรงพยาบาลชุมชน,43150,38040101,2017-03-01 07:41:52.573154,2017-03-01 07:41:52.573154
741,โรงพยาบาลปทุมราชวงศา,"",จ.อำนาจเจริญ อ.ปทุมราชวงศา ต.นาหว้า หมู่ 8,โรงพยาบาลชุมชน,37110,37030308,2017-03-01 07:41:52.578196,2017-03-01 07:41:52.578196
742,โรงพยาบาลพนา,"",จ.อำนาจเจริญ อ.พนา ต.พระเหลา หมู่ 10,โรงพยาบาลชุมชน,37180,37040410,2017-03-01 07:41:52.584234,2017-03-01 07:41:52.584234
749,โรงพยาบาลโพนทอง,"",จ.ร้อยเอ็ด อ.โพนทอง ต.สระนกแก้ว หมู่ 10,โรงพยาบาลชุมชน,45110,45071210,2017-03-01 07:41:52.617829,2017-03-01 07:41:52.617829
750,โรงพยาบาลโพธิ์ชัย,"",จ.ร้อยเอ็ด อ.โพธิ์ชัย ต.ขามเบี้ย หมู่ 2,โรงพยาบาลชุมชน,45230,45080102,2017-03-01 07:41:52.622505,2017-03-01 07:41:52.622505
751,โรงพยาบาลหนองพอก,"",จ.ร้อยเอ็ด อ.หนองพอก ต.หนองพอก หมู่ 1,โรงพยาบาลชุมชน,45210,45090101,2017-03-01 07:41:52.626232,2017-03-01 07:41:52.626232
752,โรงพยาบาลโพนทราย,"",จ.ร้อยเอ็ด อ.โพนทราย ต.โพนทราย หมู่ 9,โรงพยาบาลชุมชน,45240,45130109,2017-03-01 07:41:52.629559,2017-03-01 07:41:52.629559
753,โรงพยาบาลอาจสามารถ,"",จ.ร้อยเอ็ด อ.อาจสามารถ ต.อาจสามารถ หมู่ 7,โรงพยาบาลชุมชน,45160,45140107,2017-03-01 07:41:52.633089,2017-03-01 07:41:52.633089
754,โรงพยาบาลเกษตรวิสัย,"",จ.ร้อยเอ็ด อ.เกษตรวิสัย ต.เกษตรวิสัย หมู่ 10,โรงพยาบาลชุมชน,45150,45020110,2017-03-01 07:41:52.637177,2017-03-01 07:41:52.637177
755,โรงพยาบาลปทุมรัตต์,"",จ.ร้อยเอ็ด อ.ปทุมรัตต์ ต.บัวแดง หมู่ 9,โรงพยาบาลชุมชน,45190,45030109,2017-03-01 07:41:52.641378,2017-03-01 07:41:52.641378
756,โรงพยาบาลจตุรพักตรพิมาน,"",จ.ร้อยเอ็ด อ.จตุรพักตรพิมาน ต.หัวช้าง หมู่ 4,โรงพยาบาลชุมชน,45180,45040104,2017-03-01 07:41:52.64462,2017-03-01 07:41:52.64462
757,โรงพยาบาลธวัชบุรี,"",จ.ร้อยเอ็ด อ.ธวัชบุรี ต.ธวัชบุรี หมู่ 3,โรงพยาบาลชุมชน,45170,45050403,2017-03-01 07:41:52.648981,2017-03-01 07:41:52.648981
758,โรงพยาบาลเสลภูมิ,"",จ.ร้อยเอ็ด อ.เสลภูมิ ต.ขวัญเมือง หมู่ 7,โรงพยาบาลชุมชน,45120,45101707,2017-03-01 07:41:52.652388,2017-03-01 07:41:52.652388
759,โรงพยาบาลเมืองสรวง,"",จ.ร้อยเอ็ด อ.เมืองสรวง ต.หนองผือ หมู่ 4,โรงพยาบาลชุมชน,45220,45120104,2017-03-01 07:41:52.658046,2017-03-01 07:41:52.658046
760,โรงพยาบาลอากาศอำนวย,04279900,จ.สกลนคร อ.อากาศอำนวย ต.อากาศ หมู่ 3,โรงพยาบาลชุมชน,47170,47110103,2017-03-01 07:41:52.663304,2017-03-01 07:41:52.663304
761,โรงพยาบาลเจริญศิลป์,042709149,จ.สกลนคร อ.เจริญศิลป์ ต.เจริญศิลป์ หมู่ 2,โรงพยาบาลชุมชน,47290,47160202,2017-03-01 07:41:52.667977,2017-03-01 07:41:52.667977
762,โรงพยาบาลโพนสวรรค์,"",จ.นครพนม อ.โพนสวรรค์ ต.โพนสวรรค์ หมู่ 5,โรงพยาบาลชุมชน,48190,48100105,2017-03-01 07:41:52.672848,2017-03-01 07:41:52.672848
